category,color_brightness,entropy,ID,instruction,instruction_type,Descript,param_ratio,Code,unit_n,verify
"Machines and appliances for preparing food or drink, not elsewhere specified",Medium Bright,4.572533774,5bbfff6d-1739-4cd3-ac09-98c170249bcc,Let's create a juicer. Begin with a cylindrical base that houses the motor. Add a large container on top for collecting juice. Include a feeding tube for inserting fruits and vegetables. Add a spout for pouring juice and a separate container for pulp. Ensure the juicer looks functional for kitchen use.,Feeling Question,Juicer,8.6,"import bpy
import math

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
base_color = bpy.data.materials.new(name=""Base Color"")
base_color.diffuse_color = (0.2, 0.2, 0.2, 1)  # Dark gray color
container_color = bpy.data.materials.new(name=""Container Color"")
container_color.diffuse_color = (0.8, 0.8, 0.8, 1)  # Light gray color
spout_color = bpy.data.materials.new(name=""Spout Color"")
spout_color.diffuse_color = (0.5, 0.5, 0.5, 1)  # Medium gray color

# Step 2: Create the Base
bpy.ops.mesh.primitive_cylinder_add(radius=1, depth=0.5, location=(0, 0, 0.25))
base = bpy.context.object
base.name = ""Base""
base.data.materials.append(base_color)

# Step 3: Create the Juice Container
bpy.ops.mesh.primitive_cylinder_add(radius=0.9, depth=1.2, location=(0, 0, 1.1))
container = bpy.context.object
container.name = ""Juice Container""
container.data.materials.append(container_color)

# Step 4: Create the Feeding Tube
bpy.ops.mesh.primitive_cylinder_add(radius=0.2, depth=0.8, location=(0, 0, 1.7))
feeding_tube = bpy.context.object
feeding_tube.name = ""Feeding Tube""
feeding_tube.data.materials.append(container_color)

# Step 5: Create the Spout
bpy.ops.mesh.primitive_cylinder_add(radius=0.1, depth=0.4, location=(0.9, 0, 0.9), rotation=(0, math.pi/2, 0))
spout = bpy.context.object
spout.name = ""Spout""
spout.data.materials.append(spout_color)

# Step 6: Create the Pulp Container
bpy.ops.mesh.primitive_cylinder_add(radius=0.5, depth=0.6, location=(-1.2, 0, 0.3))
pulp_container = bpy.context.object
pulp_container.name = ""Pulp Container""
pulp_container.data.materials.append(container_color)",5,gpt
"Machines and appliances for preparing food or drink, not elsewhere specified",Medium Bright,4.27027513,0ca521d7-df28-4f70-9e35-577e3d7ced61,"Generate a 3D model of a screwdriver. The handle should be long and cylindrical, with a flat tip at the end. The shaft should be straight and narrow.",Specific Usage Question,Screwdriver,8,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
handle_color = bpy.data.materials.new(name=""HandleColor"")
handle_color.diffuse_color = (0.8, 0.2, 0.2, 1)  # Red color for the handle
shaft_color = bpy.data.materials.new(name=""ShaftColor"")
shaft_color.diffuse_color = (0.5, 0.5, 0.5, 1)  # Gray color for the shaft

# Step 2: Create the Handle
bpy.ops.mesh.primitive_cylinder_add(radius=0.2, depth=1.5, location=(0, 0, 0.75))
handle = bpy.context.object
handle.name = ""Handle""
handle.data.materials.append(handle_color)

# Step 3: Create the Shaft
bpy.ops.mesh.primitive_cylinder_add(radius=0.05, depth=2, location=(0, 0, 2.25))
shaft = bpy.context.object
shaft.name = ""Shaft""
shaft.data.materials.append(shaft_color)

# Step 4: Create the Flat Tip
bpy.ops.mesh.primitive_cube_add(size=0.1, location=(0, 0, 3.25))
tip = bpy.context.object
tip.scale[2] = 0.05  # Make it flat
tip.name = ""Tip""
tip.data.materials.append(shaft_color)",3,human
"Travel goods, cases, parasols and personal belongings, not elsewhere specified",Dark,4.644390899,715f63ea-12a1-469c-8198-868a72885b67,Design a wall decal that features a simple geometric pattern.,Feeling Question,Wall Decal,3.6,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the color
decal_color = bpy.data.materials.new(name=""Decal Color"")
decal_color.diffuse_color = (0.8, 0.8, 0.8, 1)  # Light gray color

# Step 2: Create the Base Plane (Wall)
bpy.ops.mesh.primitive_plane_add(size=5, location=(0, 0, 0))
wall = bpy.context.object
wall.name = ""Wall""
wall.data.materials.append(decal_color)

# Step 3: Create the Geometric Pattern (Simple Squares)
pattern_color = bpy.data.materials.new(name=""Pattern Color"")
pattern_color.diffuse_color = (0.2, 0.2, 0.2, 1)  # Dark gray color

# Add squares in a grid pattern
for i in range(-2, 3):
    for j in range(-2, 3):
        bpy.ops.mesh.primitive_plane_add(size=0.5, location=(i, j, 0.01))
        square = bpy.context.object
        square.name = f""Square {i+3}_{j+3}""
        square.data.materials.append(pattern_color)",5,gpt
Foodstuffs,Bright,5.515866351,3f958070-f232-4a77-b46d-3a580e81db67,What would a floral pattern look like on a circular surface?,Feeling Question,Floral Pattern,7.666666667,"import bpy
import math

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
flower_color = bpy.data.materials.new(name=""Flower Color"")
flower_color.diffuse_color = (1, 0, 0, 1)  # Red color
surface_color = bpy.data.materials.new(name=""Surface Color"")
surface_color.diffuse_color = (0.8, 0.8, 0.8, 1)  # Light gray color

# Step 2: Create the Circular Surface
bpy.ops.mesh.primitive_cylinder_add(radius=2, depth=0.1, location=(0, 0, 0))
surface = bpy.context.object
surface.name = ""Surface""
surface.data.materials.append(surface_color)

# Step 3: Create a Simple Flower Pattern
def create_flower(x, y, z):
    # Create the center of the flower
    bpy.ops.mesh.primitive_uv_sphere_add(radius=0.1, location=(x, y, z))
    center = bpy.context.object
    center.name = ""Flower Center""
    center.data.materials.append(flower_color)
    
    # Create petals around the center
    num_petals = 5
    petal_radius = 0.3
    for i in range(num_petals):
        angle = i * (2 * math.pi / num_petals)
        petal_x = x + petal_radius * math.cos(angle)
        petal_y = y + petal_radius * math.sin(angle)
        bpy.ops.mesh.primitive_uv_sphere_add(radius=0.1, location=(petal_x, petal_y, z))
        petal = bpy.context.object
        petal.name = f""Petal {i + 1}""
        petal.data.materials.append(flower_color)

# Create multiple flowers on the surface
flower_positions = [(-1, -1, 0.05), (1, -1, 0.05), (-1, 1, 0.05), (1, 1, 0.05), (0, 0, 0.05)]
for pos in flower_positions:
    create_flower(*pos)",3,gpt
Articles for the care and handling of animals,Medium Bright,3.292449108,0c147441-c324-4fa2-bb04-5931314cb5cf,How does a 3D model of a sofa feel?,Outlook Question,Sofa,4.25,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
sofa_color = bpy.data.materials.new(name=""SofaColor"")
sofa_color.diffuse_color = (0.5, 0.25, 0.25, 1)  # Medium brown color

# Step 2: Create the Base
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.5))
base = bpy.context.object
base.name = ""Base""
base.scale[0] = 2  # Length
base.scale[1] = 1  # Width
base.scale[2] = 0.5  # Height
base.data.materials.append(sofa_color)

# Step 3: Create the Backrest
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, -0.75, 1.25))
backrest = bpy.context.object
backrest.name = ""Backrest""
backrest.scale[0] = 2  # Length
backrest.scale[1] = 0.1  # Width
backrest.scale[2] = 1  # Height
backrest.data.materials.append(sofa_color)

# Step 4: Create the Armrests
for i in range(2):
    x = 1.9 * (i * 2 - 1)
    bpy.ops.mesh.primitive_cube_add(size=2, location=(x, 0, 1))
    armrest = bpy.context.object
    armrest.name = f""Armrest {i + 1}""
    armrest.scale[0] = 0.1  # Length
    armrest.scale[1] = 1  # Width
    armrest.scale[2] = 0.5  # Height
    armrest.data.materials.append(sofa_color)",4,gpt
"Stationery and office equipment, artists' and teaching materials",Medium Bright,2.483951483,0c4ec3df-7c6e-4ba4-824a-691ac1353c49,Can you envision an ottoman that's just the right height to rest your feet on when sitting on a standard sofa?,Specific Usage Question,Ottoman,2.8,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the color
ottoman_color = bpy.data.materials.new(name=""Ottoman Color"")
ottoman_color.diffuse_color = (0.5, 0.25, 0.1, 1)  # A medium brown color

# Step 2: Create the Ottoman Base
bpy.ops.mesh.primitive_cube_add(size=1, location=(0, 0, 0.25))
ottoman_base = bpy.context.object
ottoman_base.name = ""Ottoman Base""
ottoman_base.scale = (1, 1, 0.25)  # Adjust the height to be suitable for an ottoman
ottoman_base.data.materials.append(ottoman_color)

# Step 3: Create the Legs
for i in range(4):
    x = 0.45 * (i % 2 * 2 - 1)
    y = 0.45 * (i // 2 * 2 - 1)
    bpy.ops.mesh.primitive_cylinder_add(radius=0.05, depth=0.25, location=(x, y, 0.125))
    leg = bpy.context.object
    leg.name = f""Leg {i + 1}""
    leg.data.materials.append(ottoman_color)",5,human
Musical instruments,Medium Bright,3.259433238,956cf2b3-678f-4e24-964e-f1064ef87f87,Could you create a sofa that looks comfortable and inviting?,Feature Question,Sofa,3.5,"import bpy
import math

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
sofa_color = bpy.data.materials.new(name=""Sofa Color"")
sofa_color.diffuse_color = (0.5, 0.25, 0.25, 1)  # Medium brown color

# Step 2: Create the Base
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.5))
base = bpy.context.object
base.name = ""Base""
base.scale[0] = 2
base.scale[1] = 1
base.scale[2] = 0.2
base.data.materials.append(sofa_color)

# Step 3: Create the Backrest
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, -0.9, 1.1))
backrest = bpy.context.object
backrest.name = ""Backrest""
backrest.scale[0] = 2
backrest.scale[1] = 0.2
backrest.scale[2] = 0.8
backrest.data.materials.append(sofa_color)

# Step 4: Create the Armrests
for i in range(2):
    x = 1.9 * (i * 2 - 1)
    bpy.ops.mesh.primitive_cube_add(size=2, location=(x, 0, 0.9))
    armrest = bpy.context.object
    armrest.name = f""Armrest {i + 1}""
    armrest.scale[0] = 0.2
    armrest.scale[1] = 1
    armrest.scale[2] = 0.6
    armrest.data.materials.append(sofa_color)

# Step 5: Create the Cushions
for i in range(2):
    x = 0.9 * (i * 2 - 1)
    bpy.ops.mesh.primitive_cube_add(size=2, location=(x, 0, 0.8))
    cushion = bpy.context.object
    cushion.name = f""Cushion {i + 1}""
    cushion.scale[0] = 0.8
    cushion.scale[1] = 0.9
    cushion.scale[2] = 0.4
    cushion.data.materials.append(sofa_color)",6,gpt
"Travel goods, cases, parasols and personal belongings, not elsewhere specified",Medium Bright,5.326484499,11f38d2d-153c-486b-85f3-f1a04295f687,Design a 3D model of an abstract symbol. It should be a geometric shape with intertwined elements.,Decoration Question,Abstract Symbol,8.666666667,"import bpy
import math

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the color
abstract_color = bpy.data.materials.new(name=""Abstract Color"")
abstract_color.diffuse_color = (0.5, 0.5, 0.5, 1)  # Medium gray color

# Step 2: Create the First Torus
bpy.ops.mesh.primitive_torus_add(major_radius=1, minor_radius=0.1, location=(0, 0, 0))
torus1 = bpy.context.object
torus1.name = ""Torus 1""
torus1.data.materials.append(abstract_color)

# Step 3: Create the Second Torus
bpy.ops.mesh.primitive_torus_add(major_radius=1, minor_radius=0.1, location=(0, 0, 0), rotation=(math.pi/2, 0, 0))
torus2 = bpy.context.object
torus2.name = ""Torus 2""
torus2.data.materials.append(abstract_color)

# Step 4: Create the Third Torus
bpy.ops.mesh.primitive_torus_add(major_radius=1, minor_radius=0.1, location=(0, 0, 0), rotation=(0, math.pi/2, 0))
torus3 = bpy.context.object
torus3.name = ""Torus 3""
torus3.data.materials.append(abstract_color)",3,gpt
Furnishing,Medium Bright,3.393850669,6f41ae6d-0b5e-4f6b-9015-6645b8fdca6b,Can you create a sofa with three seats?,Specific Usage Question,Sofa,3,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
sofa_color = bpy.data.materials.new(name=""SofaColor"")
sofa_color.diffuse_color = (0.5, 0.3, 0.2, 1)  # Brownish color

# Step 2: Create the Base
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.5))
base = bpy.context.object
base.name = ""Base""
base.scale = (3, 1, 0.5)
base.data.materials.append(sofa_color)

# Step 3: Create the Backrest
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, -1, 1.5))
backrest = bpy.context.object
backrest.name = ""Backrest""
backrest.scale = (3, 0.2, 1)
backrest.data.materials.append(sofa_color)

# Step 4: Create the Armrests
for i in range(2):
    x = 3 * (i * 2 - 1)
    bpy.ops.mesh.primitive_cube_add(size=2, location=(x, 0, 1))
    armrest = bpy.context.object
    armrest.name = f""Armrest {i + 1}""
    armrest.scale = (0.2, 1, 1)
    armrest.data.materials.append(sofa_color)

# Step 5: Create the Seats
for i in range(3):
    x = 2 * (i - 1)
    bpy.ops.mesh.primitive_cube_add(size=2, location=(x, 0, 1))
    seat = bpy.context.object
    seat.name = f""Seat {i + 1}""
    seat.scale = (0.9, 1, 0.2)
    seat.data.materials.append(sofa_color)",7,gpt
"Travel goods, cases, parasols and personal belongings, not elsewhere specified",Medium Bright,2.147338521,31ab8926-3ad1-4ffb-ae7c-412df2b0674d,Could you design a 3D model of a dining table for me? It should have a rectangular top and four legs. How does it compare to a coffee table in terms of height and size?,Decoration Question,Dining Table,6,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
wood_color = bpy.data.materials.new(name=""Wood"")
wood_color.diffuse_color = (0.64, 0.32, 0.18, 1)  # Brown wood color

# Step 2: Create the Table Top
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 1))
table_top = bpy.context.object
table_top.scale[0] = 1.5  # Length
table_top.scale[1] = 1  # Width
table_top.scale[2] = 0.1  # Thickness
table_top.name = ""Table Top""
table_top.data.materials.append(wood_color)

# Step 3: Create the Legs
leg_height = 0.9  # Dining table height
leg_radius = 0.05  # Leg thickness
leg_positions = [(-1.4, -0.9, 0), (1.4, -0.9, 0), (-1.4, 0.9, 0), (1.4, 0.9, 0)]

for i, pos in enumerate(leg_positions):
    bpy.ops.mesh.primitive_cylinder_add(radius=leg_radius, depth=leg_height, location=(pos[0], pos[1], leg_height/2))
    leg = bpy.context.object
    leg.name = f""Leg {i + 1}""
    leg.data.materials.append(wood_color)",2,gpt
Means of transport or hoisting,Medium Bright,3.119162313,0cc040c6-83bc-4812-9e1c-24558dc3efc7,"Design a sandwich with two slices of bread. Add layers of lettuce, tomato, cheese, and ham between the slices. Compare how it looks with different types of bread.",Verbal Question,Sandwich,8.166666667,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
bread_color = bpy.data.materials.new(name=""Bread"")
bread_color.diffuse_color = (0.9, 0.7, 0.5, 1)  # Light brown color for bread
lettuce_color = bpy.data.materials.new(name=""Lettuce"")
lettuce_color.diffuse_color = (0.2, 0.8, 0.2, 1)  # Green color for lettuce
tomato_color = bpy.data.materials.new(name=""Tomato"")
tomato_color.diffuse_color = (0.8, 0.1, 0.1, 1)  # Red color for tomato
cheese_color = bpy.data.materials.new(name=""Cheese"")
cheese_color.diffuse_color = (1, 0.9, 0.1, 1)  # Yellow color for cheese
ham_color = bpy.data.materials.new(name=""Ham"")
ham_color.diffuse_color = (0.9, 0.6, 0.6, 1)  # Pink color for ham

# Step 2: Create the bottom slice of bread
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0))
bottom_bread = bpy.context.object
bottom_bread.name = ""Bottom Bread""
bottom_bread.scale[2] = 0.1
bottom_bread.data.materials.append(bread_color)

# Step 3: Create the lettuce layer
bpy.ops.mesh.primitive_plane_add(size=2, location=(0, 0, 0.15))
lettuce = bpy.context.object
lettuce.name = ""Lettuce""
lettuce.data.materials.append(lettuce_color)

# Step 4: Create the tomato layer
bpy.ops.mesh.primitive_plane_add(size=2, location=(0, 0, 0.25))
tomato = bpy.context.object
tomato.name = ""Tomato""
tomato.data.materials.append(tomato_color)

# Step 5: Create the cheese layer
bpy.ops.mesh.primitive_plane_add(size=2, location=(0, 0, 0.35))
cheese = bpy.context.object
cheese.name = ""Cheese""
cheese.data.materials.append(cheese_color)

# Step 6: Create the ham layer
bpy.ops.mesh.primitive_plane_add(size=2, location=(0, 0, 0.45))
ham = bpy.context.object
ham.name = ""Ham""
ham.data.materials.append(ham_color)

# Step 7: Create the top slice of bread
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.6))
top_bread = bpy.context.object
top_bread.name = ""Top Bread""
top_bread.scale[2] = 0.1
top_bread.data.materials.append(bread_color)",6,gpt
Musical instruments,Dark,5.544624303,0cae30b2-1642-488b-bd9f-104b0ac4aabb,Design a pet bed. It should be circular with a raised rim around the edge.,Feeling Question,Pet Bed,7.5,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
bed_color = bpy.data.materials.new(name=""Bed Color"")
bed_color.diffuse_color = (0.5, 0.3, 0.1, 1)  # Brown color

# Step 2: Create the Base of the Bed
bpy.ops.mesh.primitive_cylinder_add(radius=1, depth=0.2, location=(0, 0, 0))
base = bpy.context.object
base.name = ""Base""
base.data.materials.append(bed_color)

# Step 3: Create the Raised Rim
bpy.ops.mesh.primitive_torus_add(major_radius=1.1, minor_radius=0.2, location=(0, 0, 0.2))
rim = bpy.context.object
rim.name = ""Rim""
rim.data.materials.append(bed_color)",2,gpt
Articles of clothing and haberdashery,Medium Bright,4.550736523,4ac5df11-0886-4f39-94fb-c270c36ec2be,"I'd like a 3D model of a pizza. The pizza is round and cut into eight slices. The surface is topped with tomato sauce, cheese, and pepperoni slices. The crust is slightly raised around the edges.",Design Question,Pizza,10,"import bpy
import math

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
crust_color = bpy.data.materials.new(name=""Crust"")
crust_color.diffuse_color = (0.76, 0.60, 0.42, 1)  # Light brown color
sauce_color = bpy.data.materials.new(name=""Tomato Sauce"")
sauce_color.diffuse_color = (0.8, 0.1, 0.1, 1)  # Red color
cheese_color = bpy.data.materials.new(name=""Cheese"")
cheese_color.diffuse_color = (1, 0.9, 0.5, 1)  # Yellowish color
pepperoni_color = bpy.data.materials.new(name=""Pepperoni"")
pepperoni_color.diffuse_color = (0.6, 0.1, 0.1, 1)  # Dark red color

# Step 2: Create the Pizza Base
bpy.ops.mesh.primitive_cylinder_add(radius=1, depth=0.1, location=(0, 0, 0))
pizza_base = bpy.context.object
pizza_base.name = ""Pizza Base""
pizza_base.data.materials.append(crust_color)

# Step 3: Create the Sauce Layer
bpy.ops.mesh.primitive_cylinder_add(radius=0.95, depth=0.02, location=(0, 0, 0.06))
sauce_layer = bpy.context.object
sauce_layer.name = ""Sauce Layer""
sauce_layer.data.materials.append(sauce_color)

# Step 4: Create the Cheese Layer
bpy.ops.mesh.primitive_cylinder_add(radius=0.9, depth=0.02, location=(0, 0, 0.08))
cheese_layer = bpy.context.object
cheese_layer.name = ""Cheese Layer""
cheese_layer.data.materials.append(cheese_color)

# Step 5: Create the Pepperoni Slices
pepperoni_positions = [
    (0.3, 0.3), (-0.3, 0.3), (0.3, -0.3), (-0.3, -0.3),
    (0.6, 0), (-0.6, 0), (0, 0.6), (0, -0.6)
]
for i, pos in enumerate(pepperoni_positions):
    bpy.ops.mesh.primitive_cylinder_add(radius=0.1, depth=0.02, location=(pos[0], pos[1], 0.1))
    pepperoni = bpy.context.object
    pepperoni.name = f""Pepperoni {i + 1}""
    pepperoni.data.materials.append(pepperoni_color)

# Step 6: Cut the Pizza into Slices
bpy.ops.object.select_all(action='DESELECT')
pizza_base.select_set(True)
bpy.context.view_layer.objects.active = pizza_base
bpy.ops.object.mode_set(mode='EDIT')
bpy.ops.mesh.primitive_cone_add(vertices=8, radius1=1, radius2=0, depth=0.2, location=(0, 0, 0.1), rotation=(0, 0, math.pi/8))
bpy.ops.object.mode_set(mode='OBJECT')
bpy.context.object.select_set(True)
bpy.ops.object.join()
bpy.ops.object.mode_set(mode='EDIT')
bpy.ops.mesh.intersect_boolean(operation='DIFFERENCE')
bpy.ops.object.mode_set(mode='OBJECT')
",5,human
"Stationery and office equipment, artists' and teaching materials",Very Dark,4.327716204,5dad543a-9024-44b6-a6cb-d2d935dc5648,"Create a blender with a cylindrical base and a tall, transparent container. The container should have measurement markings and a lid with a removable cap.",Design Question,Blender,2.785714286,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the materials
base_material = bpy.data.materials.new(name=""Base Material"")
base_material.diffuse_color = (0.2, 0.2, 0.2, 1)  # Dark gray color

container_material = bpy.data.materials.new(name=""Container Material"")
container_material.diffuse_color = (1, 1, 1, 0.1)  # Transparent

lid_material = bpy.data.materials.new(name=""Lid Material"")
lid_material.diffuse_color = (0.2, 0.2, 0.2, 1)  # Dark gray color

# Step 2: Create the Base
bpy.ops.mesh.primitive_cylinder_add(radius=1, depth=0.2, location=(0, 0, 0.1))
base = bpy.context.object
base.name = ""Base""
base.data.materials.append(base_material)

# Step 3: Create the Container
bpy.ops.mesh.primitive_cylinder_add(radius=0.9, depth=3, location=(0, 0, 1.6))
container = bpy.context.object
container.name = ""Container""
container.data.materials.append(container_material)

# Step 4: Create the Lid
bpy.ops.mesh.primitive_cylinder_add(radius=0.95, depth=0.1, location=(0, 0, 3.1))
lid = bpy.context.object
lid.name = ""Lid""
lid.data.materials.append(lid_material)

# Step 5: Create the Removable Cap
bpy.ops.mesh.primitive_cylinder_add(radius=0.3, depth=0.2, location=(0, 0, 3.25))
cap = bpy.context.object
cap.name = ""Cap""
cap.data.materials.append(lid_material)

# Step 6: Create Measurement Markings (Simplified as small boxes)
for i in range(1, 11):
    bpy.ops.mesh.primitive_cube_add(size=0.05, location=(0.95, 0, 0.2 * i))
    marking = bpy.context.object
    marking.name = f""Marking {i}""
    marking.data.materials.append(base_material)",14,gpt
Furnishing,Medium Bright,3.059489109,64f2ab06-ed38-4eda-87b1-f4daa2c4e1ec,"Can you create a sofa? It should have a rectangular seat, a backrest, and two armrests.",Feature Question,Sofa,4.25,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
sofa_material = bpy.data.materials.new(name=""SofaMaterial"")
sofa_material.diffuse_color = (0.5, 0.2, 0.2, 1)  # Medium bright color

# Step 2: Create the Seat
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, 0, 0.5))
seat = bpy.context.object
seat.name = ""Seat""
seat.scale = (2, 1, 0.2)
seat.data.materials.append(sofa_material)

# Step 3: Create the Backrest
bpy.ops.mesh.primitive_cube_add(size=2, location=(0, -0.9, 1.2))
backrest = bpy.context.object
backrest.name = ""Backrest""
backrest.scale = (2, 0.2, 1)
backrest.data.materials.append(sofa_material)

# Step 4: Create the Armrests
for i in range(2):
    x = 2 * (i * 2 - 1)
    bpy.ops.mesh.primitive_cube_add(size=2, location=(x, 0, 0.9))
    armrest = bpy.context.object
    armrest.name = f""Armrest {i + 1}""
    armrest.scale = (0.2, 1, 0.7)
    armrest.data.materials.append(sofa_material)",4,human
"Machines and appliances for preparing food or drink, not elsewhere specified",Bright,4.395490009,2c9c74d5-d52d-4f3d-9318-33860d959f0d,"Let's create a 3D model of a pencil. It should have a long, cylindrical body with a pointed tip on one end and an eraser on the other. The body should have a hexagonal cross-section.",Feeling Question,Pencil,10,"import bpy
import math

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
yellow = bpy.data.materials.new(name=""Yellow"")
yellow.diffuse_color = (1, 1, 0, 1)  # Yellow color
pink = bpy.data.materials.new(name=""Pink"")
pink.diffuse_color = (1, 0.75, 0.8, 1)  # Pink color
gray = bpy.data.materials.new(name=""Gray"")
gray.diffuse_color = (0.5, 0.5, 0.5, 1)  # Gray color

# Step 2: Create the Pencil Body
bpy.ops.mesh.primitive_cylinder_add(vertices=6, radius=0.1, depth=2, location=(0, 0, 1))
body = bpy.context.object
body.name = ""Pencil Body""
body.data.materials.append(yellow)

# Step 3: Create the Pencil Tip
bpy.ops.mesh.primitive_cone_add(vertices=32, radius1=0.1, radius2=0, depth=0.2, location=(0, 0, 2.1))
tip = bpy.context.object
tip.name = ""Pencil Tip""
tip.data.materials.append(gray)

# Step 4: Create the Eraser Holder
bpy.ops.mesh.primitive_cylinder_add(vertices=32, radius=0.11, depth=0.1, location=(0, 0, -0.05))
holder = bpy.context.object
holder.name = ""Eraser Holder""
holder.data.materials.append(gray)

# Step 5: Create the Eraser
bpy.ops.mesh.primitive_cylinder_add(vertices=32, radius=0.1, depth=0.2, location=(0, 0, -0.15))
eraser = bpy.context.object
eraser.name = ""Eraser""
eraser.data.materials.append(pink)",4,gpt
Musical instruments,Medium Bright,5.051656232,6c79059b-50c6-4e33-a832-a38016344bc3,Create a 3D model of a power transformer. It should have a cylindrical core with two sets of coils wrapped around it. Include terminals for connections at the top.,Feature Question,Power Transformer,6,"import bpy

# Step 1: Clear the Scene
bpy.ops.object.select_all(action='DESELECT')
bpy.ops.object.select_by_type(type='MESH')
bpy.ops.object.delete()

# Define the colors
core_color = bpy.data.materials.new(name=""Core Color"")
core_color.diffuse_color = (0.5, 0.5, 0.5, 1)  # Gray color for the core
coil_color = bpy.data.materials.new(name=""Coil Color"")
coil_color.diffuse_color = (1, 0.5, 0, 1)  # Orange color for the coils
terminal_color = bpy.data.materials.new(name=""Terminal Color"")
terminal_color.diffuse_color = (0, 0, 0, 1)  # Black color for the terminals

# Step 2: Create the Core
bpy.ops.mesh.primitive_cylinder_add(radius=0.3, depth=2, location=(0, 0, 0))
core = bpy.context.object
core.name = ""Core""
core.data.materials.append(core_color)

# Step 3: Create the Coils
for i in range(2):
    z = 0.5 * (i * 2 - 1)
    bpy.ops.mesh.primitive_torus_add(major_radius=0.4, minor_radius=0.05, location=(0, 0, z))
    coil = bpy.context.object
    coil.name = f""Coil {i + 1}""
    coil.data.materials.append(coil_color)

# Step 4: Create the Terminals
for i in range(2):
    x = 0.2 * (i * 2 - 1)
    bpy.ops.mesh.primitive_cylinder_add(radius=0.05, depth=0.2, location=(x, 0, 1.1))
    terminal = bpy.context.object
    terminal.name = f""Terminal {i + 1}""
    terminal.data.materials.append(terminal_color)",5,gpt
